# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Wide pivot of D:\Downloads\Zeph\Board Games\Breakthrough\plans\gumbel-mcts-joint-sweep-agents-5-violet-harbor.tsv: one row per {block, seed}, rung values spread into columns.
# Columns constant across a group's rung values are not suffixed; columns that vary are '<col>_rung<value>'.
# Generated by tools/export_cohort_results.ps1.
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	games	nodes_per_move	search_head_id	slot_rung100	slot_rung400	slot_rung1500	slot_rung4000	model_rung100	model_rung400	model_rung1500	model_rung4000	elo_rung100	elo_rung400	elo_rung1500	elo_rung4000	elo_pm_rung100	elo_pm_rung400	elo_pm_rung1500	elo_pm_rung4000	cpu_ms_move_rung100	cpu_ms_move_rung400	cpu_ms_move_rung1500	cpu_ms_move_rung4000	wl_as_white_rung100	wl_as_white_rung400	wl_as_white_rung1500	wl_as_white_rung4000	wl_as_black_rung100	wl_as_black_rung400	wl_as_black_rung1500	wl_as_black_rung4000	avg_plies_rung100	avg_plies_rung400	avg_plies_rung1500	avg_plies_rung4000	end_piece_margin_rung100	end_piece_margin_rung400	end_piece_margin_rung1500	end_piece_margin_rung4000	eff_elo_per_log2cpu_rung100	eff_elo_per_log2cpu_rung400	eff_elo_per_log2cpu_rung1500	eff_elo_per_log2cpu_rung4000	model_id_rung100	model_id_rung400	model_id_rung1500	model_id_rung4000	full_agent_id_rung100	full_agent_id_rung400	full_agent_id_rung1500	full_agent_id_rung4000
R85	8885	300	0.003	0	500	16	128	8	600	70	8	432	0	gaz(sims=300,cvisit=600,cscale=70,m=8)@1	1338	1339	1340	1341	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1338.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1339.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1340.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1341.txt	503	692	625	699	25	20	21	20	1.051	0.988	0.960	0.951	52-164	87-129	45-171	91-125	43-173	75-141	90-126	74-142	46	49	54	48	-0.9	-0.2	0.3	0.1	50	70	63	71	learned(model=1338,4a2ab503,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1339,d9b5ee1e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1340,578dff67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1341,8d0403a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1338,4a2ab503,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1339,d9b5ee1e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1340,578dff67,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1341,8d0403a6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R86	8886	400	0.01	0.001	8000	128	32	8	600	130	8	432	0	gaz(sims=400,cvisit=600,cscale=130,m=8)@1	1342	1343	1344	1345	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1342.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1343.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1344.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1345.txt	420	485	458	489	28	25	26	25	1.865	1.414	1.271	1.402	42-174	48-168	43-173	56-160	32-184	42-174	40-176	35-181	47	48	44	46	-0.5	-1.1	-0.8	-0.9	39	46	44	47	learned(model=1342,64ba4401,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1343,048b07d7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1344,ba4435fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1345,40230085,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1342,64ba4401,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1343,048b07d7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1344,ba4435fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=8)@1.learned(model=1345,40230085,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R87	8887	400	0.003	0	8000	128	32	0	400	130	12	432	0	gaz(sims=400,cvisit=400,cscale=130,m=12)@1	1346	1347	1348	1349	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1346.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1347.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1348.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1349.txt	442	625	816	604	27	21	19	22	1.768	1.155	1.381	1.506	42-174	63-153	96-120	80-136	37-179	72-144	124-92	47-169	47	47	49	49	-1.0	-0.9	0.4	-0.1	41	61	78	57	learned(model=1346,da396fdf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1347,0adaff00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1348,2cb9ef56,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1349,8e25d7fa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1346,da396fdf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1347,0adaff00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1348,2cb9ef56,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=130,m=12)@1.learned(model=1349,8e25d7fa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R88	8888	500	0.01	0.001	8000	128	32	8	600	130	16	432	0	gaz(sims=500,cvisit=600,cscale=130)@1	1350	1351	1352	1353	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1350.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1351.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1352.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1353.txt	454	517	524	496	27	24	24	25	2.226	1.650	1.579	1.529	43-173	61-155	64-152	62-154	39-177	38-178	37-179	31-185	49	49	45	46	-1.0	-0.7	-1.0	-0.7	41	48	49	47	learned(model=1350,ea19e681,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1351,7bc4d698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1352,eb866ea0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1353,b386efd8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1350,ea19e681,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1351,7bc4d698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1352,eb866ea0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1353,b386efd8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R89	8889	300	0.03	0.001	500	16	32	8	800	70	20	432	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	1354	1355	1356	1357	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1354.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1355.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1356.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1357.txt	503	534	458	485	25	24	26	25	0.737	0.902	0.900	1.036	54-162	61-155	58-158	54-162	41-175	43-173	25-191	36-180	40	41	42	42	-1.4	-0.8	-1.2	-1.3	53	54	47	48	learned(model=1354,cfe58c6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1355,fbeaad9e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1356,7e3faaa7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1357,0765141e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1354,cfe58c6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1355,fbeaad9e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1356,7e3faaa7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1357,0765141e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R90	8890	400	0.03	0.0003	500	16	32	0	800	130	8	432	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	1358	1359	1360	1361	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1358.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1359.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1360.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1361.txt	557	541	604	575	23	24	22	23	1.425	1.355	1.390	1.335	65-151	62-154	75-141	64-152	46-170	44-172	52-164	53-163	46	47	44	43	-1.2	-1.0	-1.0	-0.9	53	52	58	55	learned(model=1358,76ccaa9c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1359,22d022f2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1360,4e923896,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1361,11076821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1358,76ccaa9c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1359,22d022f2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1360,4e923896,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1361,11076821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R91	8891	500	0.01	0	2000	32	8	0	600	100	16	432	0	gaz(sims=500,cvisit=600,cscale=100)@1	1362	1363	1364	1365	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1362.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1363.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1364.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1365.txt	581	581	771	557	23	23	19	23	1.513	1.469	1.637	1.649	70-146	66-150	91-125	49-167	49-167	53-163	107-109	62-154	48	46	49	53	-1.1	-1.0	0.6	0.3	55	55	72	52	learned(model=1362,b27357da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1363,ba3ce20b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1364,5d1689c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1365,649ce3c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1362,b27357da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1363,ba3ce20b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1364,5d1689c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1365,649ce3c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R92	8892	300	0.03	0.0003	8000	128	32	4	600	40	20	432	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	1366	1367	1368	1369	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1366.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1367.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1368.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1369.txt	581	604	587	646	23	22	22	21	1.040	0.790	0.790	0.811	75-141	79-137	73-143	83-133	44-172	48-168	48-168	60-156	51	46	45	44	-0.6	-0.6	-0.7	-0.7	58	63	61	67	learned(model=1366,69a2825d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1367,e9573a3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1368,f8036b74,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1369,5c072370,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1366,69a2825d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1367,e9573a3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1368,f8036b74,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1369,5c072370,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R93	8893	300	0.003	0	500	16	128	0	600	40	12	432	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	1370	1371	1372	1373	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1370.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1371.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1372.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1373.txt	544	636	623	748	24	21	22	19	0.858	0.949	0.859	0.854	56-160	79-137	52-164	90-126	51-165	60-156	82-134	97-119	43	45	51	49	-0.9	0.2	-0.3	0.3	56	64	64	77	learned(model=1370,2feb9f63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1371,0e7c2d87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1372,a3543980,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1373,0eb8b2da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1370,2feb9f63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1371,0e7c2d87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1372,a3543980,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1373,0eb8b2da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R94	8894	400	0.003	0.0003	2000	32	8	8	800	130	8	432	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	1374	1375	1376	1377	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1374.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1375.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1376.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1377.txt	397	411	584	560	29	28	22	23	1.793	1.429	1.469	1.326	33-183	43-173	76-140	74-142	36-180	29-187	44-172	38-178	46	44	46	46	-1.8	-1.0	-0.7	-0.7	37	39	55	54	learned(model=1374,71c88ca0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1375,b6df3dc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1376,9065efe6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1377,dafedc8e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1374,71c88ca0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1375,b6df3dc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1376,9065efe6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1377,dafedc8e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R95	8895	300	0.03	0.001	8000	128	32	8	400	130	12	432	0	gaz(sims=300,cvisit=400,cscale=130,m=12)@1	1378	1379	1380	1381	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1378.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1379.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1380.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1381.txt	450	416	547	521	27	28	24	24	1.445	0.917	0.780	0.853	41-175	42-174	61-155	54-162	40-176	31-185	47-169	46-170	46	40	41	42	-0.6	-0.5	-0.5	-0.8	43	42	57	53	learned(model=1378,362b0e69,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1379,21ed0cd1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1380,4dc3dc64,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1381,be4ff0d2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1378,362b0e69,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1379,21ed0cd1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1380,4dc3dc64,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1381,be4ff0d2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R96	8896	400	0.03	0	500	16	8	4	400	70	16	432	0	gaz(sims=400,cvisit=400,cscale=70)@1	1382	1383	1384	1385	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1382.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1383.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1384.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1385.txt	544	683	606	606	24	20	22	22	1.096	1.215	1.269	1.177	65-151	86-130	49-167	40-176	42-174	72-144	79-137	88-128	45	47	48	52	-0.7	-0.5	0.0	-0.5	54	67	59	59	learned(model=1382,6f40f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1383,1a7e19dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1384,a39c3394,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1385,5aadb8d8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1382,6f40f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1383,1a7e19dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1384,a39c3394,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1385,5aadb8d8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R97	8897	300	0.003	0.0003	500	16	128	0	1000	130	12	432	0	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1	1386	1387	1388	1389	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1386.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1387.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1388.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1389.txt	598	592	601	589	22	22	22	22	0.876	0.925	0.868	0.800	70-146	75-141	69-147	73-143	55-161	48-168	57-159	49-167	44	46	43	44	-1.0	-1.0	-0.6	-0.7	61	60	62	61	learned(model=1386,a35fcb47,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1387,a0b744e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1388,0885b7a0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1389,4cfeca76,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1386,a35fcb47,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1387,a0b744e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1388,0885b7a0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1389,4cfeca76,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R98	8898	400	0.03	0	2000	32	128	4	800	70	20	432	0	gaz(sims=400,cvisit=800,cscale=70,m=20)@1	1390	1391	1392	1393	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1390.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1391.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1392.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1393.txt	623	628	713	673	22	21	20	20	1.334	1.185	1.316	1.161	56-160	74-142	85-131	81-135	78-138	62-154	86-130	73-143	54	53	50	54	0.3	1.3	0.8	1.0	60	61	69	66	learned(model=1390,1ade332f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1391,10c12642,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1392,713b3c15,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1393,e29b2da5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1390,1ade332f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1391,10c12642,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1392,713b3c15,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1393,e29b2da5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R99	8899	400	0.03	0.0003	8000	128	8	8	1000	70	16	432	0	gaz(sims=400,cvisit=1000,cscale=70)@1	1394	1395	1396	1397	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1394.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1395.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1396.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1397.txt	557	735	656	557	23	19	21	23	1.769	1.520	1.122	1.082	68-148	107-109	96-120	60-156	43-173	74-142	51-165	51-165	49	53	47	45	-0.5	0.5	-0.6	-0.7	52	70	65	55	learned(model=1394,c5b22a17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1395,17c6f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1396,dc4640f3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1397,f7e2b949,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1394,c5b22a17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1395,17c6f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1396,dc4640f3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1397,f7e2b949,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
